Filepath,Speaker,Text,Emotion
./dataset/esd\0020\Neutral\0020_000058.wav,Esd_0020,The octopus has eight legs.,Neutral
./dataset/esd\0020\Neutral\0020_000059.wav,Esd_0020,Zero four three a silver shilling is journey.,Neutral
./dataset/esd\0020\Neutral\0020_000060.wav,Esd_0020,That I am a born nurse.,Neutral
./dataset/esd\0020\Neutral\0020_000061.wav,Esd_0020,"Midyear is day, shire year.",Neutral
./dataset/esd\0020\Neutral\0020_000062.wav,Esd_0020,"Tom, went on eeyore gloomily.",Neutral
./dataset/esd\0020\Neutral\0020_000063.wav,Esd_0020,Asteroid three hundred and twenty five.,Neutral
./dataset/esd\0020\Neutral\0020_000064.wav,Esd_0020,And we are so thirsty!,Neutral
./dataset/esd\0020\Neutral\0020_000065.wav,Esd_0020,Tom could hardly speak for laughing.,Neutral
./dataset/esd\0020\Neutral\0020_000066.wav,Esd_0020,Shall we let Barbara in?,Neutral
./dataset/esd\0020\Neutral\0020_000067.wav,Esd_0020,"I suppose no, it doesn't!",Neutral
./dataset/esd\0020\Neutral\0020_000068.wav,Esd_0020,I do not eat bread.,Neutral
./dataset/esd\0020\Neutral\0020_000069.wav,Esd_0020,"Not much use is it, Sam?",Neutral
./dataset/esd\0020\Neutral\0020_000070.wav,Esd_0020,Tom now let our arrows fly!,Neutral
./dataset/esd\0020\Neutral\0020_000071.wav,Esd_0020,She was born on April nineteen forty three.,Neutral
./dataset/esd\0020\Neutral\0020_000072.wav,Esd_0020,"How are you, dear child?",Neutral
./dataset/esd\0020\Neutral\0020_000073.wav,Esd_0020,how suspicious this fox.,Neutral
./dataset/esd\0020\Neutral\0020_000074.wav,Esd_0020,Come on my jack in the boxes!,Neutral
./dataset/esd\0020\Neutral\0020_000075.wav,Esd_0020,I'd far rather go without them than eat them!,Neutral
./dataset/esd\0020\Neutral\0020_000076.wav,Esd_0020,The hag looked in the stove.,Neutral
./dataset/esd\0020\Neutral\0020_000077.wav,Esd_0020,But I saw you walking.,Neutral
./dataset/esd\0020\Neutral\0020_000078.wav,Esd_0020,The art quite safe with me.,Neutral
./dataset/esd\0020\Neutral\0020_000079.wav,Esd_0020,All my gum tips gone as well.,Neutral
./dataset/esd\0020\Neutral\0020_000080.wav,Esd_0020,Then there was a report.,Neutral
./dataset/esd\0020\Neutral\0020_000081.wav,Esd_0020,And I never had a whooping cough why.,Neutral
./dataset/esd\0020\Neutral\0020_000082.wav,Esd_0020,A fair jaw cracker dwarf language must be!,Neutral
./dataset/esd\0020\Neutral\0020_000083.wav,Esd_0020,Be off now as quick as you may!,Neutral
./dataset/esd\0020\Neutral\0020_000084.wav,Esd_0020,By hook or by crook.,Neutral
./dataset/esd\0020\Neutral\0020_000085.wav,Esd_0020,Suppose I take grandmother a fresh vegetable.,Neutral
./dataset/esd\0020\Neutral\0020_000086.wav,Esd_0020,And tick a tack too.,Neutral
./dataset/esd\0020\Neutral\0020_000087.wav,Esd_0020,A hippo lives in the zoo.,Neutral
./dataset/esd\0020\Neutral\0020_000088.wav,Esd_0020,In my opinion that is a good idea!,Neutral
./dataset/esd\0020\Neutral\0020_000089.wav,Esd_0020,Let go of my top knot.,Neutral
./dataset/esd\0020\Neutral\0020_000090.wav,Esd_0020,And they did push so!,Neutral
./dataset/esd\0020\Neutral\0020_000091.wav,Esd_0020,We expected Tom would jump for joy.,Neutral
./dataset/esd\0020\Neutral\0020_000092.wav,Esd_0020,Does the one that wins get the crowned?,Neutral
./dataset/esd\0020\Neutral\0020_000093.wav,Esd_0020,To buy two pork chops.,Neutral
./dataset/esd\0020\Neutral\0020_000094.wav,Esd_0020,They found a cow grazing in a field.,Neutral
./dataset/esd\0020\Neutral\0020_000095.wav,Esd_0020,Aha what i have we here?,Neutral
./dataset/esd\0020\Neutral\0020_000096.wav,Esd_0020,I don't painted tiger.,Neutral
./dataset/esd\0020\Neutral\0020_000097.wav,Esd_0020,Confess that you opened the thirteenth door.,Neutral
./dataset/esd\0020\Neutral\0020_000098.wav,Esd_0020,Said the witch.,Neutral
./dataset/esd\0020\Neutral\0020_000099.wav,Esd_0020,I've hit the wrong nose.,Neutral
./dataset/esd\0020\Neutral\0020_000100.wav,Esd_0020,"Well anyhow it didn't rain, he said.",Neutral
./dataset/esd\0020\Neutral\0020_000101.wav,Esd_0020,"It's me piglet, help help!",Neutral
./dataset/esd\0020\Neutral\0020_000102.wav,Esd_0020,"This is Jack, the relatives of Tom.",Neutral
./dataset/esd\0020\Neutral\0020_000103.wav,Esd_0020,The elephant and the carpenter is the longest.,Neutral
./dataset/esd\0020\Neutral\0020_000104.wav,Esd_0020,Here am i whom you seek.,Neutral
./dataset/esd\0020\Neutral\0020_000105.wav,Esd_0020,He was killed by an arrow.,Neutral
./dataset/esd\0020\Neutral\0020_000106.wav,Esd_0020,I guess it's a choice feast.,Neutral
./dataset/esd\0020\Neutral\0020_000107.wav,Esd_0020,Tom and Michael woke up next morning.,Neutral
./dataset/esd\0020\Neutral\0020_000108.wav,Esd_0020,The squire himself showed perfect.,Neutral
./dataset/esd\0020\Neutral\0020_000109.wav,Esd_0020,If they mother knew it.,Neutral
./dataset/esd\0020\Neutral\0020_000110.wav,Esd_0020,Act drop second act scene.,Neutral
./dataset/esd\0020\Neutral\0020_000111.wav,Esd_0020,We nightly dance our heyday guise.,Neutral
./dataset/esd\0020\Neutral\0020_000112.wav,Esd_0020,"Clown, to call him joey.",Neutral
./dataset/esd\0020\Neutral\0020_000113.wav,Esd_0020,Mister Lawson saw George last night.,Neutral
./dataset/esd\0020\Neutral\0020_000114.wav,Esd_0020,A half pounds of flour and two ounces suet.,Neutral
./dataset/esd\0020\Neutral\0020_000115.wav,Esd_0020,"He might call it, for example.",Neutral
./dataset/esd\0020\Neutral\0020_000116.wav,Esd_0020,"No, I burst the balloon!",Neutral
./dataset/esd\0020\Neutral\0020_000117.wav,Esd_0020,They were children of mine.,Neutral
./dataset/esd\0020\Neutral\0020_000118.wav,Esd_0020,Look out! said Alice.,Neutral
./dataset/esd\0020\Neutral\0020_000119.wav,Esd_0020,The owl flew into a bush.,Neutral
./dataset/esd\0020\Neutral\0020_000120.wav,Esd_0020,Our King George is labour us.,Neutral
./dataset/esd\0020\Neutral\0020_000121.wav,Esd_0020,Finn and the fairy shoemaker.,Neutral
./dataset/esd\0020\Neutral\0020_000122.wav,Esd_0020,Am I an absolute pauper?,Neutral
./dataset/esd\0020\Neutral\0020_000123.wav,Esd_0020,I am from towel land.,Neutral
./dataset/esd\0020\Neutral\0020_000124.wav,Esd_0020,"You know, answers to the name of Tom's son.",Neutral
./dataset/esd\0020\Neutral\0020_000125.wav,Esd_0020,To catch that bulrush root with my paw!,Neutral
./dataset/esd\0020\Neutral\0020_000126.wav,Esd_0020,this turn goes to the hill.,Neutral
./dataset/esd\0020\Neutral\0020_000127.wav,Esd_0020,Cos I know I had some honey.,Neutral
./dataset/esd\0020\Neutral\0020_000128.wav,Esd_0020,Put that rude grasshopper in jail!,Neutral
./dataset/esd\0020\Neutral\0020_000129.wav,Esd_0020,A large flat ferry boat was moored beside it.,Neutral
./dataset/esd\0020\Neutral\0020_000130.wav,Esd_0020,And would spoil my joke.,Neutral
./dataset/esd\0020\Neutral\0020_000131.wav,Esd_0020,It must come sometimes to jam a day.,Neutral
./dataset/esd\0020\Neutral\0020_000132.wav,Esd_0020,I thank you for this mercy!,Neutral
./dataset/esd\0020\Neutral\0020_000133.wav,Esd_0020,I smell the breath of an English.,Neutral
./dataset/esd\0020\Neutral\0020_000134.wav,Esd_0020,Rare rabbit had a little apron.,Neutral
./dataset/esd\0020\Neutral\0020_000135.wav,Esd_0020,I blinked my eyes hard.,Neutral
./dataset/esd\0020\Neutral\0020_000136.wav,Esd_0020,She has eaten the tapioca all of it.,Neutral
./dataset/esd\0020\Neutral\0020_000137.wav,Esd_0020,Let the glass globe be.,Neutral
./dataset/esd\0020\Neutral\0020_000138.wav,Esd_0020,But one requires the explorer to furnish proofs.,Neutral
./dataset/esd\0020\Neutral\0020_000139.wav,Esd_0020,Cuckoos is downheaded and crying.,Neutral
./dataset/esd\0020\Neutral\0020_000140.wav,Esd_0020,What an impetuous boy he is!,Neutral
./dataset/esd\0020\Neutral\0020_000141.wav,Esd_0020,Can I lodge here tonight?,Neutral
./dataset/esd\0020\Neutral\0020_000142.wav,Esd_0020,Wake now my merry tads!,Neutral
./dataset/esd\0020\Neutral\0020_000143.wav,Esd_0020,Pussy can sit by the fire and sing.,Neutral
./dataset/esd\0020\Neutral\0020_000144.wav,Esd_0020,We all see panda on TV or in the zoo.,Neutral
./dataset/esd\0020\Neutral\0020_000145.wav,Esd_0020,Reed by the living pool!,Neutral
./dataset/esd\0020\Neutral\0020_000146.wav,Esd_0020,"He said to Jack, the chatterer.",Neutral
./dataset/esd\0020\Neutral\0020_000147.wav,Esd_0020,And there you'll find a snap dragon fly.,Neutral
./dataset/esd\0020\Neutral\0020_000148.wav,Esd_0020,"And on the top of them, came Winnie, the cute bear.",Neutral
./dataset/esd\0020\Neutral\0020_000149.wav,Esd_0020,My winding sheet!,Neutral
./dataset/esd\0020\Neutral\0020_000150.wav,Esd_0020,I hope you enjoyed yourself?,Neutral
./dataset/esd\0020\Neutral\0020_000151.wav,Esd_0020,All the way to China is home.,Neutral
./dataset/esd\0020\Neutral\0020_000152.wav,Esd_0020,Guilty for what do you rule?,Neutral
./dataset/esd\0020\Neutral\0020_000153.wav,Esd_0020,But we are not high yet.,Neutral
./dataset/esd\0020\Neutral\0020_000154.wav,Esd_0020,He dreamt them all night.,Neutral
./dataset/esd\0020\Neutral\0020_000155.wav,Esd_0020,This speech roused dame ilse to anger.,Neutral
./dataset/esd\0020\Neutral\0020_000156.wav,Esd_0020,The eye could not catch them.,Neutral
./dataset/esd\0020\Neutral\0020_000157.wav,Esd_0020,"Blackbird, and Jay.",Neutral
./dataset/esd\0020\Neutral\0020_000158.wav,Esd_0020,it looks much better.,Neutral
./dataset/esd\0020\Neutral\0020_000159.wav,Esd_0020,Such tunes are joy to a dancing fay.,Neutral
./dataset/esd\0020\Neutral\0020_000160.wav,Esd_0020,"Kitty, can you play chess?",Neutral
./dataset/esd\0020\Neutral\0020_000161.wav,Esd_0020,That's a full grown colt.,Neutral
./dataset/esd\0020\Neutral\0020_000162.wav,Esd_0020,I lent George three pounds.,Neutral
./dataset/esd\0020\Neutral\0020_000163.wav,Esd_0020,How they went to the mountains to eat nuts.,Neutral
./dataset/esd\0020\Neutral\0020_000164.wav,Esd_0020,His large mouth curled into a sneer.,Neutral
./dataset/esd\0020\Neutral\0020_000165.wav,Esd_0020,"They were going fast, with a light clip.",Neutral
./dataset/esd\0020\Neutral\0020_000166.wav,Esd_0020,They ate beef at the butcher shop.,Neutral
./dataset/esd\0020\Neutral\0020_000167.wav,Esd_0020,I toy with my liqueur.,Neutral
./dataset/esd\0020\Neutral\0020_000168.wav,Esd_0020,"I said you looked like an egg, sir.",Neutral
./dataset/esd\0020\Neutral\0020_000169.wav,Esd_0020,Sam waved his arm vaguely.,Neutral
./dataset/esd\0020\Neutral\0020_000170.wav,Esd_0020,But if you hadn't done them.,Neutral
./dataset/esd\0020\Neutral\0020_000171.wav,Esd_0020,I say neither yea nor nay.,Neutral
./dataset/esd\0020\Neutral\0020_000172.wav,Esd_0020,I shall say good bye.,Neutral
./dataset/esd\0020\Neutral\0020_000173.wav,Esd_0020,He searched through the box.,Neutral
./dataset/esd\0020\Neutral\0020_000174.wav,Esd_0020,I pay half a crown a week extra.,Neutral
./dataset/esd\0020\Neutral\0020_000175.wav,Esd_0020,All this have we won by our labour.,Neutral
./dataset/esd\0020\Neutral\0020_000176.wav,Esd_0020,"She just smiled calmly, mother knows that is the best smile.",Neutral
./dataset/esd\0020\Neutral\0020_000177.wav,Esd_0020,Tom fell with a cloven head.,Neutral
./dataset/esd\0020\Neutral\0020_000178.wav,Esd_0020,And vowed he'd change the pigtail's place.,Neutral
./dataset/esd\0020\Neutral\0020_000179.wav,Esd_0020,Daisy creams with pink edges.,Neutral
./dataset/esd\0020\Neutral\0020_000180.wav,Esd_0020,Toast from the bread fruit tree.,Neutral
./dataset/esd\0020\Neutral\0020_000181.wav,Esd_0020,"First, issue a reward.",Neutral
./dataset/esd\0020\Neutral\0020_000182.wav,Esd_0020,Age forty five if a day a lie.,Neutral
./dataset/esd\0020\Neutral\0020_000183.wav,Esd_0020,Fresh pain seized Paul's body.,Neutral
./dataset/esd\0020\Neutral\0020_000184.wav,Esd_0020,"We have been fine, haven't we?",Neutral
./dataset/esd\0020\Neutral\0020_000185.wav,Esd_0020,The new born baby is stolen as we go.,Neutral
./dataset/esd\0020\Neutral\0020_000186.wav,Esd_0020,She jump at the tail and bite it savagely.,Neutral
./dataset/esd\0020\Neutral\0020_000187.wav,Esd_0020,An hour out of GuildFord town.,Neutral
./dataset/esd\0020\Neutral\0020_000188.wav,Esd_0020,Now quicker the fiddle went.,Neutral
./dataset/esd\0020\Neutral\0020_000189.wav,Esd_0020,When such wanderers meet.,Neutral
./dataset/esd\0020\Neutral\0020_000190.wav,Esd_0020,And they were sandy yellow brownish all over.,Neutral
./dataset/esd\0020\Neutral\0020_000191.wav,Esd_0020,I make her quite nervy at times.,Neutral
./dataset/esd\0020\Neutral\0020_000192.wav,Esd_0020,I have had to grow old.,Neutral
./dataset/esd\0020\Neutral\0020_000193.wav,Esd_0020,Please hire me after you.,Neutral
./dataset/esd\0020\Neutral\0020_000194.wav,Esd_0020,"Yes, I miss her.",Neutral
./dataset/esd\0020\Neutral\0020_000195.wav,Esd_0020,A boat put out-on the bay.,Neutral
./dataset/esd\0020\Neutral\0020_000196.wav,Esd_0020,Clear are your eyes and bright your breath!,Neutral
./dataset/esd\0020\Neutral\0020_000197.wav,Esd_0020,"Fur flew through the air, teeth gnashed.",Neutral
./dataset/esd\0020\Neutral\0020_000198.wav,Esd_0020,I'd shoot myself. a pause.,Neutral
./dataset/esd\0020\Neutral\0020_000199.wav,Esd_0020,Captain Tom receives an angry letter.,Neutral
./dataset/esd\0020\Neutral\0020_000200.wav,Esd_0020,That cloth does not look worth much!,Neutral
./dataset/esd\0020\Neutral\0020_000201.wav,Esd_0020,"A lady, is on Alice's lap!",Neutral
./dataset/esd\0020\Neutral\0020_000202.wav,Esd_0020,that sounds good.,Neutral
./dataset/esd\0020\Neutral\0020_000203.wav,Esd_0020,I was not grabbed.,Neutral
./dataset/esd\0020\Neutral\0020_000204.wav,Esd_0020,The song is really louding on a gate.,Neutral
./dataset/esd\0020\Neutral\0020_000205.wav,Esd_0020,Fear neither root nor sprout!,Neutral
./dataset/esd\0020\Neutral\0020_000206.wav,Esd_0020,Still you owe it a duty.,Neutral
./dataset/esd\0020\Neutral\0020_000207.wav,Esd_0020,"What am I, I'm a racer, son of god.",Neutral
./dataset/esd\0020\Neutral\0020_000208.wav,Esd_0020,"However, somebody killed something.",Neutral
./dataset/esd\0020\Neutral\0020_000209.wav,Esd_0020,A raging fire was in his eyes.,Neutral
./dataset/esd\0020\Neutral\0020_000210.wav,Esd_0020,It weighs seven point five kilogram.,Neutral
./dataset/esd\0020\Neutral\0020_000211.wav,Esd_0020,"From each cake, there sprang a huge dog.",Neutral
./dataset/esd\0020\Neutral\0020_000212.wav,Esd_0020,No thank you.,Neutral
./dataset/esd\0020\Neutral\0020_000213.wav,Esd_0020,"Let it give us a chance, my precious.",Neutral
./dataset/esd\0020\Neutral\0020_000214.wav,Esd_0020,"But what about this thing, sticky!",Neutral
./dataset/esd\0020\Neutral\0020_000215.wav,Esd_0020,He likes dragons very much.,Neutral
./dataset/esd\0020\Neutral\0020_000216.wav,Esd_0020,it isn't picked at all.,Neutral
./dataset/esd\0020\Neutral\0020_000217.wav,Esd_0020,You cruelty shall cost your life !,Neutral
./dataset/esd\0020\Neutral\0020_000218.wav,Esd_0020,I'll send for Tom to my boudoir.,Neutral
./dataset/esd\0020\Neutral\0020_000219.wav,Esd_0020,But the tune isn't his own invention.,Neutral
./dataset/esd\0020\Neutral\0020_000220.wav,Esd_0020,Her paw went into your eye?,Neutral
./dataset/esd\0020\Neutral\0020_000221.wav,Esd_0020,I am a selfish sinner.,Neutral
./dataset/esd\0020\Neutral\0020_000222.wav,Esd_0020,Ask god to help you.,Neutral
./dataset/esd\0020\Neutral\0020_000223.wav,Esd_0020,"Pick, pick, pick!",Neutral
./dataset/esd\0020\Neutral\0020_000224.wav,Esd_0020,Do you know the lid opens?,Neutral
./dataset/esd\0020\Neutral\0020_000225.wav,Esd_0020,Her existence makes him pleasant.,Neutral
./dataset/esd\0020\Neutral\0020_000226.wav,Esd_0020,And the next day. Nurse will be released.,Neutral
./dataset/esd\0020\Neutral\0020_000227.wav,Esd_0020,"Born once every one hundred years, dies in flames!",Neutral
./dataset/esd\0020\Neutral\0020_000228.wav,Esd_0020,It says no way! shouted Daisy.,Neutral
./dataset/esd\0020\Neutral\0020_000229.wav,Esd_0020,The first year they sowed rye.,Neutral
./dataset/esd\0020\Neutral\0020_000230.wav,Esd_0020,Your own wife is not at home.,Neutral
./dataset/esd\0020\Neutral\0020_000231.wav,Esd_0020,He told me that I ought to change.,Neutral
./dataset/esd\0020\Neutral\0020_000232.wav,Esd_0020,"Will call her Lily, for short.",Neutral
./dataset/esd\0020\Neutral\0020_000233.wav,Esd_0020,Why should i care though David's lips were twitching?,Neutral
./dataset/esd\0020\Neutral\0020_000234.wav,Esd_0020,"Hurry up, hurry up!",Neutral
./dataset/esd\0020\Neutral\0020_000235.wav,Esd_0020,"If not, I shall go no further.",Neutral
./dataset/esd\0020\Neutral\0020_000236.wav,Esd_0020,How rash you are!,Neutral
./dataset/esd\0020\Neutral\0020_000237.wav,Esd_0020,What would they do at the end of the year?,Neutral
./dataset/esd\0020\Neutral\0020_000238.wav,Esd_0020,Today isn't any other day.,Neutral
./dataset/esd\0020\Neutral\0020_000239.wav,Esd_0020,This is the way that snakes always talk.,Neutral
./dataset/esd\0020\Neutral\0020_000240.wav,Esd_0020,Both side were softly curved.,Neutral
./dataset/esd\0020\Neutral\0020_000241.wav,Esd_0020,We have showed his shark tooth.,Neutral
./dataset/esd\0020\Neutral\0020_000242.wav,Esd_0020,Give me your hand or I will cry harder than before.,Neutral
./dataset/esd\0020\Neutral\0020_000243.wav,Esd_0020,And has you slain him?,Neutral
./dataset/esd\0020\Neutral\0020_000244.wav,Esd_0020,Off for the prison ship.,Neutral
./dataset/esd\0020\Neutral\0020_000245.wav,Esd_0020,Do you think it's a woozle?,Neutral
./dataset/esd\0020\Neutral\0020_000246.wav,Esd_0020,We can not do it sir.,Neutral
./dataset/esd\0020\Neutral\0020_000247.wav,Esd_0020,She and i are running a neck and neck race.,Neutral
./dataset/esd\0020\Neutral\0020_000248.wav,Esd_0020,In which piglet meets a elephant.,Neutral
./dataset/esd\0020\Neutral\0020_000249.wav,Esd_0020,You may imagine how I gape.,Neutral
./dataset/esd\0020\Neutral\0020_000250.wav,Esd_0020,Her kind and firm glance.,Neutral
./dataset/esd\0020\Neutral\0020_000251.wav,Esd_0020,The ladybug told them proudly.,Neutral
./dataset/esd\0020\Neutral\0020_000252.wav,Esd_0020,I am run off my feet.,Neutral
./dataset/esd\0020\Neutral\0020_000253.wav,Esd_0020,I have a soothsayer.,Neutral
./dataset/esd\0020\Neutral\0020_000254.wav,Esd_0020,She laughed.,Neutral
./dataset/esd\0020\Neutral\0020_000255.wav,Esd_0020,"This was the twenty fifth of November, seventeen eighty three.",Neutral
./dataset/esd\0020\Neutral\0020_000256.wav,Esd_0020,I must have two to fetch and carry.,Neutral
./dataset/esd\0020\Neutral\0020_000257.wav,Esd_0020,I would scoff at these followers.,Neutral
./dataset/esd\0020\Neutral\0020_000258.wav,Esd_0020,"Mum shuts one's mouth up, doesn't it.",Neutral
./dataset/esd\0020\Neutral\0020_000259.wav,Esd_0020,The song is called Ways and Means.,Neutral
./dataset/esd\0020\Neutral\0020_000260.wav,Esd_0020,"As soon as she went in, there was disorder.",Neutral
./dataset/esd\0020\Neutral\0020_000261.wav,Esd_0020,After a while he perceived both giants.,Neutral
./dataset/esd\0020\Neutral\0020_000262.wav,Esd_0020,I believe you are one of them!,Neutral
./dataset/esd\0020\Neutral\0020_000263.wav,Esd_0020,She said in subdued voice.,Neutral
./dataset/esd\0020\Neutral\0020_000264.wav,Esd_0020,Slam the doors and wedge them!,Neutral
./dataset/esd\0020\Neutral\0020_000265.wav,Esd_0020,I've just shot a stag.,Neutral
./dataset/esd\0020\Neutral\0020_000266.wav,Esd_0020,We may join with that power.,Neutral
./dataset/esd\0020\Neutral\0020_000267.wav,Esd_0020,Chapter eleven on the doorstep.,Neutral
./dataset/esd\0020\Neutral\0020_000268.wav,Esd_0020,He showed no signs of age.,Neutral
./dataset/esd\0020\Neutral\0020_000269.wav,Esd_0020,But show me now your map!,Neutral
./dataset/esd\0020\Neutral\0020_000270.wav,Esd_0020,"Chew leaves quickly, said rabbit.",Neutral
./dataset/esd\0020\Neutral\0020_000271.wav,Esd_0020,I say I will be emperor.,Neutral
./dataset/esd\0020\Neutral\0020_000272.wav,Esd_0020,No admittance except on party business.,Neutral
./dataset/esd\0020\Neutral\0020_000273.wav,Esd_0020,I'd just as soon swim your way as others do.,Neutral
./dataset/esd\0020\Neutral\0020_000274.wav,Esd_0020,Because he was a man with infinite resource and sagacity.,Neutral
./dataset/esd\0020\Neutral\0020_000275.wav,Esd_0020,You shouldn't have pricked him with your horn.,Neutral
./dataset/esd\0020\Neutral\0020_000276.wav,Esd_0020,Can your name be more hilarious?,Neutral
./dataset/esd\0020\Neutral\0020_000277.wav,Esd_0020,The end part is fish mouth.,Neutral
./dataset/esd\0020\Neutral\0020_000278.wav,Esd_0020,I know you .,Neutral
./dataset/esd\0020\Neutral\0020_000279.wav,Esd_0020,These words behind the ears is nonsense.,Neutral
./dataset/esd\0020\Neutral\0020_000280.wav,Esd_0020,Your path now goes south.,Neutral
./dataset/esd\0020\Neutral\0020_000281.wav,Esd_0020,He could not help doing so.,Neutral
./dataset/esd\0020\Neutral\0020_000282.wav,Esd_0020,Alice I won't forget it again.,Neutral
./dataset/esd\0020\Neutral\0020_000283.wav,Esd_0020,They had been named Tom and Jerry.,Neutral
./dataset/esd\0020\Neutral\0020_000284.wav,Esd_0020,"Chapter eighteen, the return journey.",Neutral
./dataset/esd\0020\Neutral\0020_000285.wav,Esd_0020,"The straw, charcoal and the pea.",Neutral
./dataset/esd\0020\Neutral\0020_000286.wav,Esd_0020,"One two three, where is your breakfast.",Neutral
./dataset/esd\0020\Neutral\0020_000287.wav,Esd_0020,A voice said: Come in.,Neutral
./dataset/esd\0020\Neutral\0020_000288.wav,Esd_0020,She has felt shy of it.,Neutral
./dataset/esd\0020\Neutral\0020_000289.wav,Esd_0020,"No, said piggy carelessly.",Neutral
./dataset/esd\0020\Neutral\0020_000290.wav,Esd_0020,There goes the shawl again!,Neutral
./dataset/esd\0020\Neutral\0020_000291.wav,Esd_0020,The end of February fourteenth.,Neutral
./dataset/esd\0020\Neutral\0020_000292.wav,Esd_0020,She has a high voice.,Neutral
./dataset/esd\0020\Neutral\0020_000293.wav,Esd_0020,He is old fashioned but he is the best of men.,Neutral
./dataset/esd\0020\Neutral\0020_000294.wav,Esd_0020,Now I understand.,Neutral
./dataset/esd\0020\Neutral\0020_000295.wav,Esd_0020,I know how to obey orders.,Neutral
./dataset/esd\0020\Neutral\0020_000296.wav,Esd_0020,You woke me up!,Neutral
./dataset/esd\0020\Neutral\0020_000297.wav,Esd_0020,How Tom and Jerry went to visit mister Sam.,Neutral
./dataset/esd\0020\Neutral\0020_000298.wav,Esd_0020,She come back to the valley.,Neutral
./dataset/esd\0020\Neutral\0020_000299.wav,Esd_0020,His hope will cheat him.,Neutral
./dataset/esd\0020\Neutral\0020_000300.wav,Esd_0020,Six was half way down the room.,Neutral
./dataset/esd\0020\Neutral\0020_000301.wav,Esd_0020,I'm sure your friends can wait!,Neutral
./dataset/esd\0020\Neutral\0020_000302.wav,Esd_0020,Five hundred and one million right?,Neutral
./dataset/esd\0020\Neutral\0020_000303.wav,Esd_0020,I am loath to see him go.,Neutral
./dataset/esd\0020\Neutral\0020_000304.wav,Esd_0020,How do you like you dirty bird!,Neutral
./dataset/esd\0020\Neutral\0020_000305.wav,Esd_0020,The fisherman and his wife see George every day.,Neutral
./dataset/esd\0020\Neutral\0020_000306.wav,Esd_0020,Please invite Tom if there is not requires.,Neutral
./dataset/esd\0020\Neutral\0020_000307.wav,Esd_0020,I owe them five hundred dollars.,Neutral
./dataset/esd\0020\Neutral\0020_000308.wav,Esd_0020,Perhaps you think that is a queer title for this chapter.,Neutral
./dataset/esd\0020\Neutral\0020_000309.wav,Esd_0020,"He owed mister Lawson, I can't tell you how.",Neutral
./dataset/esd\0020\Neutral\0020_000310.wav,Esd_0020,Why it is just like the round egg which sounds thin.,Neutral
./dataset/esd\0020\Neutral\0020_000311.wav,Esd_0020,I am safe back again.,Neutral
./dataset/esd\0020\Neutral\0020_000312.wav,Esd_0020,Father has yellow eyes.,Neutral
./dataset/esd\0020\Neutral\0020_000313.wav,Esd_0020,Give me a fine fat goose.,Neutral
./dataset/esd\0020\Neutral\0020_000314.wav,Esd_0020,Bob goes to a new school.,Neutral
./dataset/esd\0020\Neutral\0020_000315.wav,Esd_0020,It's to say how do you do with Tom's answer.,Neutral
./dataset/esd\0020\Neutral\0020_000316.wav,Esd_0020,A thief in the night.,Neutral
./dataset/esd\0020\Neutral\0020_000317.wav,Esd_0020,At length they came to a sharp bend.,Neutral
./dataset/esd\0020\Neutral\0020_000318.wav,Esd_0020,The name of the song is called haddocks.,Neutral
./dataset/esd\0020\Neutral\0020_000319.wav,Esd_0020,How could I dig burrows with short toe nails?,Neutral
./dataset/esd\0020\Neutral\0020_000320.wav,Esd_0020,Goat Billy asked the old Chinese guy.,Neutral
./dataset/esd\0020\Neutral\0020_000321.wav,Esd_0020,Called out the cloud.,Neutral
./dataset/esd\0020\Neutral\0020_000322.wav,Esd_0020,A special pot too.,Neutral
./dataset/esd\0020\Neutral\0020_000323.wav,Esd_0020,Why did I wake up!,Neutral
./dataset/esd\0020\Neutral\0020_000324.wav,Esd_0020,And she caught at the brooch.,Neutral
./dataset/esd\0020\Neutral\0020_000325.wav,Esd_0020,She has no place for hot pepper .,Neutral
./dataset/esd\0020\Neutral\0020_000326.wav,Esd_0020,They are made of wood.,Neutral
./dataset/esd\0020\Neutral\0020_000327.wav,Esd_0020,It's part of my secret.,Neutral
./dataset/esd\0020\Neutral\0020_000328.wav,Esd_0020,It would be a hard choice.,Neutral
./dataset/esd\0020\Neutral\0020_000329.wav,Esd_0020,And his heart wagged with joy like a lamb's tail.,Neutral
./dataset/esd\0020\Neutral\0020_000330.wav,Esd_0020,She keeps saying I'm hers.,Neutral
./dataset/esd\0020\Neutral\0020_000331.wav,Esd_0020,She'll be feverish after so much thinking.,Neutral
./dataset/esd\0020\Neutral\0020_000332.wav,Esd_0020,where are you going?,Neutral
./dataset/esd\0020\Neutral\0020_000333.wav,Esd_0020,You gain for nothing girl!,Neutral
./dataset/esd\0020\Neutral\0020_000334.wav,Esd_0020,"Another one, ten thousand dollars.",Neutral
./dataset/esd\0020\Neutral\0020_000335.wav,Esd_0020,But things haven't change yet.,Neutral
./dataset/esd\0020\Neutral\0020_000336.wav,Esd_0020,Over them swooped the eagles.,Neutral
./dataset/esd\0020\Neutral\0020_000337.wav,Esd_0020,But mom I'm not certain about.,Neutral
./dataset/esd\0020\Neutral\0020_000338.wav,Esd_0020,Paul's teeth ached because of lemon.,Neutral
./dataset/esd\0020\Neutral\0020_000339.wav,Esd_0020,"And be with you,Tom!",Neutral
